loan_amnt,term_months,int_rate,installment,grade_ord,sub_grade_ord,emp_length_years,annual_inc,dti,revol_util,inq_last_6mths,open_acc,total_acc,issue_d_year,issue_d_month,earliest_cr_line_year,earliest_cr_line_month,credit_history_age_months,addr_state,loan_status,total_pymnt,total_rec_prncp
22400,36.0,11.99,743.9,5.0,11.0,4.0,113500.0,21.98,55.5,1.0,16.0,58.0,2016.0,4.0,2000.0,2.0,194.0,PA,Fully Paid,25302.218173712,22400.0
24675,60.0,26.3,743.17,3.0,25.0,10.0,72000.0,34.03,66.9,0.0,22.0,42.0,2017.0,6.0,1981.0,10.0,428.0,CT,Current,14084.18,4706.63
5300,36.0,14.08,181.35,5.0,13.0,0.0,47000.0,1.38,49.6,0.0,5.0,23.0,2017.0,10.0,2007.0,1.0,129.0,CO,Fully Paid,5546.9753982196,5300.0
1200,36.0,18.94,43.96,4.0,17.0,4.0,43000.0,24.7,8.3,1.0,15.0,39.0,2018.0,9.0,1997.0,3.0,258.0,TX,Late (31-120 days),129.35,76.25
18000,60.0,9.99,382.36,6.0,8.0,2.0,72800.0,3.38,3.0,0.0,4.0,13.0,2015.0,8.0,2001.0,4.0,172.0,OR,Fully Paid,20799.6641662926,18000.0
8000,36.0,13.33,270.83,5.0,13.0,2.0,44000.0,29.76,71.4,1.0,12.0,20.0,2015.0,9.0,2006.0,2.0,115.0,CO,Fully Paid,9563.9668614321,8000.0
7000,36.0,13.11,236.23,6.0,9.0,7.0,130000.0,27.15,83.0,1.0,20.0,41.0,2012.0,10.0,1991.0,1.0,261.0,NC,Fully Paid,8504.2236924662,7000.0
13000,36.0,11.99,431.73,6.0,10.0,2.0,55000.0,0.0,0.0,1.0,3.0,15.0,2017.0,11.0,2007.0,6.0,125.0,NY,Charged Off,3013.45,2177.27
35000,36.0,9.8,1126.07,6.0,8.0,2.0,154000.0,20.56,33.8,1.0,24.0,50.0,2016.0,1.0,1995.0,4.0,249.0,KY,Fully Paid,40605.1244088142,35000.0
4000,36.0,16.55,141.72,4.0,17.0,10.0,82000.0,16.87,63.4,2.0,9.0,21.0,2015.0,10.0,2000.0,12.0,178.0,CA,Fully Paid,4085.67,4000.0
18500,36.0,9.58,593.31,6.0,6.0,5.0,71512.0,16.28,62.4,0.0,9.0,14.0,2018.0,6.0,2004.0,8.0,166.0,TN,Current,4731.36,3666.17
28000,36.0,8.46,883.38,7.0,5.0,10.0,66000.0,33.0,4.1,1.0,6.0,34.0,2018.0,9.0,2003.0,12.0,177.0,NY,Fully Paid,28757.8397367864,28000.0
16000,60.0,24.85,468.22,3.0,23.0,1.0,70000.0,15.26,86.4,1.0,4.0,10.0,2017.0,6.0,2008.0,6.0,108.0,OH,Current,8840.96,3147.48
16000,36.0,6.99,493.97,7.0,2.0,10.0,72000.0,13.25,85.0,0.0,7.0,12.0,2016.0,12.0,2006.0,5.0,127.0,PA,Fully Paid,17070.8271397775,16000.0
20000,60.0,14.07,466.1,5.0,13.0,10.0,104000.0,12.74,88.6,1.0,5.0,8.0,2018.0,3.0,2007.0,11.0,124.0,CA,Fully Paid,21293.3044934332,20000.0
40000,60.0,12.13,892.41,6.0,10.0,10.0,149000.0,13.4,65.5,1.0,17.0,23.0,2018.0,6.0,2000.0,6.0,216.0,CO,Current,7415.98,4563.96
1375,36.0,14.99,47.66,5.0,14.0,4.0,125000.0,22.72,52.1,2.0,23.0,40.0,2017.0,3.0,2000.0,7.0,200.0,FL,Fully Paid,1477.1825916244,1375.0
17000,36.0,10.91,555.84,6.0,9.0,5.0,69000.0,25.72,67.6,0.0,11.0,18.0,2017.0,7.0,2005.0,8.0,143.0,OH,Fully Paid,19163.5257202682,17000.0
3900,36.0,16.99,139.03,4.0,16.0,1.0,12000.0,13.5,41.8,1.0,7.0,10.0,2016.0,9.0,2005.0,10.0,131.0,MN,Current,4028.19,2979.8
20000,36.0,9.93,644.69,6.0,7.0,2.0,60000.0,31.01,43.1,0.0,10.0,20.0,2018.0,2.0,2004.0,11.0,159.0,FL,Current,7708.7,6019.34
15000,36.0,7.89,469.29,7.0,5.0,8.0,80000.0,20.16,48.6,0.0,11.0,26.0,2015.0,7.0,2003.0,4.0,147.0,WI,Fully Paid,16807.8439804818,15000.0
24000,36.0,8.24,754.74,6.0,6.0,4.0,145000.0,14.61,74.3,1.0,10.0,29.0,2017.0,3.0,1996.0,9.0,246.0,GA,Current,16664.71,13958.71
13200,36.0,13.33,446.87,5.0,13.0,2.0,70000.0,10.15,18.6,2.0,14.0,36.0,2015.0,7.0,1987.0,8.0,335.0,MI,Fully Paid,15134.2505751605,13200.0
18000,36.0,9.93,580.22,6.0,7.0,10.0,59000.0,30.8,47.5,0.0,11.0,14.0,2017.0,7.0,2002.0,9.0,178.0,DC,Current,11017.86,8833.98
20000,60.0,14.99,475.7,5.0,14.0,2.0,100000.0,14.0,33.0,1.0,14.0,18.0,2017.0,3.0,2010.0,10.0,77.0,NC,Current,11032.71,5975.28
25000,60.0,11.99,555.99,6.0,8.0,1.0,78004.39,18.8,54.2,0.0,15.0,56.0,2014.0,2.0,1971.0,12.0,506.0,CA,Fully Paid,32077.3731088275,25000.0
5000,36.0,21.45,189.54,4.0,20.0,2.0,17000.0,22.46,24.5,0.0,4.0,5.0,2018.0,2.0,2010.0,12.0,86.0,CA,Current,2268.52,1327.48
4000,36.0,5.32,120.46,7.0,1.0,9.0,142000.0,4.93,14.0,0.0,9.0,19.0,2018.0,1.0,1986.0,3.0,382.0,VA,Current,1564.8,1371.55
7000,36.0,10.08,226.14,6.0,6.0,1.0,25000.0,15.36,69.4,0.0,4.0,10.0,2018.0,10.0,1974.0,10.0,528.0,GA,Current,900.64,677.84
14000,36.0,13.66,476.18,5.0,13.0,8.0,43800.0,16.05,23.0,1.0,9.0,23.0,2015.0,1.0,2000.0,10.0,171.0,CA,Fully Paid,14790.78,14000.0
5000,36.0,10.56,162.66,6.0,8.0,1.0,70000.0,15.34,55.7,0.0,8.0,34.0,2018.0,7.0,1995.0,7.0,276.0,CA,Current,1134.22,852.87
5000,36.0,6.19,152.55,7.0,2.0,2.0,46000.0,17.56,10.8,0.0,18.0,19.0,2018.0,7.0,2012.0,8.0,71.0,MN,Current,1362.27,1204.08
12000,36.0,13.49,407.17,5.0,12.0,4.0,55000.0,3.6,40.8,1.0,4.0,16.0,2016.0,8.0,2003.0,6.0,158.0,PA,Current,12206.11,9650.48
32000,60.0,11.99,711.67,5.0,11.0,10.0,204000.0,9.94,82.0,0.0,13.0,25.0,2016.0,4.0,1988.0,6.0,334.0,MI,Current,24154.15,15774.94
6000,36.0,10.07,193.81,6.0,7.0,6.0,27000.0,7.2,55.1,0.0,6.0,10.0,2018.0,7.0,1995.0,11.0,272.0,CA,Current,1353.31,1029.86
30000,60.0,13.59,691.69,5.0,12.0,10.0,80000.0,12.27,47.6,0.0,6.0,9.0,2018.0,2.0,2005.0,7.0,151.0,CT,Current,8277.63,4496.53
16000,36.0,8.39,504.27,6.0,6.0,8.0,102000.0,10.79,18.7,0.0,14.0,33.0,2016.0,3.0,1979.0,12.0,435.0,FL,Fully Paid,17680.4335985729,16000.0
1800,36.0,15.05,62.45,5.0,14.0,4.0,15000.0,22.16,46.7,1.0,12.0,17.0,2017.0,8.0,2006.0,8.0,132.0,MS,Current,1128.58,799.63
15000,60.0,17.99,380.82,4.0,17.0,4.0,60000.0,18.76,67.4,0.0,9.0,14.0,2016.0,12.0,2006.0,9.0,123.0,NC,Current,9863.84,4912.91
20000,36.0,7.26,619.93,7.0,4.0,10.0,85000.0,18.76,31.7,1.0,24.0,45.0,2015.0,10.0,1985.0,3.0,367.0,CA,Fully Paid,22266.8094316818,20000.0
10000,60.0,16.91,248.05,5.0,15.0,1.0,21600.0,19.83,32.1,0.0,7.0,14.0,2018.0,12.0,2010.0,6.0,102.0,AL,Current,477.31,215.78
6500,36.0,12.99,218.98,5.0,12.0,8.0,43000.0,14.18,61.4,0.0,9.0,17.0,2014.0,11.0,2002.0,9.0,146.0,GA,Charged Off,2555.96,1234.97
12000,60.0,14.08,279.72,5.0,13.0,5.0,73502.0,17.36,96.0,0.0,7.0,9.0,2018.0,2.0,2013.0,8.0,54.0,FL,Current,3398.88,1778.94
20000,60.0,17.57,503.21,4.0,19.0,3.0,200000.0,9.14,51.4,0.0,15.0,41.0,2014.0,10.0,1997.0,7.0,207.0,NY,Fully Paid,29847.2011764904,20000.0
10000,36.0,15.02,346.76,5.0,13.0,6.0,38000.0,8.75,55.8,1.0,6.0,9.0,2018.0,11.0,2014.0,2.0,57.0,NY,Current,1031.94,673.14
7500,36.0,10.91,245.23,6.0,9.0,10.0,85000.0,23.34,51.7,0.0,14.0,23.0,2018.0,1.0,1992.0,6.0,307.0,MI,Current,3183.44,2431.38
8400,36.0,14.65,289.76,5.0,15.0,0.0,53124.0,13.91,31.9,1.0,12.0,23.0,2015.0,5.0,2003.0,10.0,139.0,VA,Fully Paid,10176.6903200067,8400.0
25000,36.0,7.96,782.95,7.0,5.0,10.0,97000.0,1.77,12.6,0.0,9.0,16.0,2018.0,3.0,1981.0,11.0,436.0,CA,Fully Paid,25672.3919525603,25000.0
10000,36.0,14.03,341.93,5.0,12.0,2.0,68000.0,12.99,0.9,0.0,16.0,43.0,2018.0,5.0,2006.0,1.0,148.0,WA,Current,3069.58,2122.46
12300,36.0,15.31,428.26,5.0,15.0,9.0,28000.0,23.14,46.6,0.0,14.0,21.0,2016.0,2.0,2006.0,12.0,110.0,CA,Charged Off,7500.78,4454.36
22500,60.0,14.31,527.16,5.0,14.0,10.0,65000.0,25.68,66.7,1.0,13.0,26.0,2015.0,1.0,1999.0,12.0,181.0,MI,Current,25812.95,17095.66
5000,36.0,5.32,150.58,7.0,1.0,0.0,180000.0,12.84,62.3,0.0,10.0,22.0,2015.0,7.0,1990.0,4.0,303.0,MI,Fully Paid,5217.03,5000.0
10000,36.0,7.9,312.91,7.0,4.0,10.0,80000.0,15.09,68.7,2.0,17.0,28.0,2013.0,2.0,1990.0,1.0,277.0,NY,Fully Paid,11264.4580541248,10000.0
7700,36.0,12.29,256.82,5.0,11.0,10.0,88074.0,20.64,29.4,1.0,12.0,33.0,2015.0,7.0,2005.0,4.0,123.0,AL,Fully Paid,9234.9243769256,7700.0
29475,60.0,19.99,780.75,3.0,24.0,1.0,59800.0,25.43,92.4,0.0,8.0,11.0,2015.0,9.0,2007.0,5.0,100.0,WA,Late (31-120 days),28364.73,13193.84
18000,60.0,7.89,364.03,7.0,5.0,1.0,68300.0,20.65,23.5,0.0,12.0,29.0,2015.0,6.0,2001.0,12.0,162.0,FL,Fully Paid,20726.2173257892,18000.0
21800,36.0,12.99,734.43,5.0,11.0,10.0,52000.0,20.47,90.5,0.0,9.0,25.0,2014.0,7.0,2004.0,3.0,124.0,MI,Fully Paid,26439.1806736262,21800.0
9000,36.0,8.18,282.78,6.0,6.0,1.0,42000.0,17.71,30.5,0.0,12.0,33.0,2015.0,11.0,2002.0,3.0,164.0,VA,Fully Paid,9826.84318958,9000.0
10500,36.0,10.49,341.23,6.0,7.0,2.0,51000.0,19.29,74.6,0.0,14.0,25.0,2017.0,1.0,2001.0,10.0,183.0,NY,Current,8768.51,7225.45
20000,36.0,6.89,616.54,7.0,3.0,10.0,75000.0,29.38,20.5,2.0,23.0,60.0,2015.0,8.0,1991.0,11.0,285.0,KS,Fully Paid,22167.7272246944,20000.0
14400,60.0,17.97,365.44,4.0,16.0,0.0,70000.0,5.43,78.0,2.0,5.0,9.0,2018.0,8.0,2006.0,7.0,145.0,NJ,Current,2178.26,933.13
12000,36.0,6.71,368.94,7.0,3.0,10.0,76500.0,23.25,41.6,0.0,11.0,27.0,2018.0,4.0,2003.0,9.0,175.0,KS,Current,3696.12,3095.5
3125,36.0,13.33,105.8,5.0,13.0,7.0,45000.0,31.28,46.2,0.0,9.0,20.0,2015.0,4.0,2002.0,9.0,151.0,TX,Fully Paid,3806.094336794,3125.0
24000,60.0,16.99,596.34,4.0,18.0,10.0,69200.0,22.86,44.2,0.0,10.0,31.0,2015.0,7.0,2004.0,11.0,128.0,MD,Charged Off,16427.34,7505.78
10200,60.0,11.44,224.02,6.0,9.0,4.0,45000.0,17.79,0.0,0.0,11.0,16.0,2017.0,5.0,2012.0,1.0,64.0,GA,Current,4697.94,2932.2
12000,36.0,9.17,382.55,6.0,7.0,1.0,100000.0,12.37,89.6,0.0,6.0,18.0,2015.0,2.0,2001.0,8.0,162.0,CA,Fully Paid,13795.5711182421,12000.0
40000,36.0,6.72,1229.97,7.0,3.0,10.0,95000.0,19.69,51.6,0.0,9.0,29.0,2018.0,1.0,1999.0,8.0,221.0,CA,Fully Paid,40008.3593333336,40000.0
18675,60.0,25.89,557.93,1.0,33.0,10.0,65000.0,24.28,83.7,1.0,12.0,26.0,2014.0,3.0,1998.0,6.0,189.0,PA,Charged Off,9804.59,2097.61
15000,36.0,10.91,490.45,6.0,9.0,9.0,41500.0,18.77,46.0,1.0,4.0,5.0,2017.0,12.0,2012.0,9.0,63.0,FL,Fully Paid,15957.6226603234,15000.0
26400,36.0,6.92,814.2,7.0,4.0,10.0,85000.0,21.95,71.4,1.0,24.0,42.0,2015.0,2.0,1992.0,10.0,268.0,NC,Fully Paid,28886.0798333665,26400.0
3200,36.0,7.97,100.24,7.0,5.0,4.0,65000.0,18.0,34.3,0.0,16.0,43.0,2018.0,1.0,2004.0,4.0,165.0,VA,Current,1300.29,1068.76
7000,36.0,9.99,225.84,6.0,8.0,1.0,50000.0,13.51,30.8,0.0,10.0,14.0,2015.0,10.0,2008.0,2.0,92.0,NY,Fully Paid,8146.407652129,7000.0
6000,36.0,7.07,185.46,7.0,2.0,2.0,60000.0,3.22,0.0,0.0,10.0,20.0,2017.0,8.0,2005.0,9.0,143.0,FL,Current,3335.92,2841.61
18000,36.0,8.18,565.56,6.0,6.0,10.0,120000.0,16.73,43.5,1.0,10.0,17.0,2015.0,9.0,1991.0,1.0,296.0,NJ,Fully Paid,19835.7962143467,18000.0
35000,36.0,5.32,1054.02,7.0,1.0,3.0,192000.0,13.35,12.1,0.0,11.0,28.0,2016.0,12.0,2001.0,7.0,185.0,FL,Current,27461.42,24712.12
4000,36.0,10.49,130.0,6.0,8.0,10.0,180000.0,11.51,59.1,1.0,10.0,16.0,2016.0,7.0,2004.0,9.0,142.0,CA,Fully Paid,4533.3818000625,4000.0
13625,36.0,16.99,485.71,4.0,18.0,9.0,54080.0,21.26,61.1,1.0,12.0,24.0,2015.0,7.0,2001.0,4.0,171.0,NM,Fully Paid,14932.98,13625.0
6400,36.0,24.85,253.96,3.0,23.0,10.0,52000.0,26.13,88.9,1.0,9.0,20.0,2017.0,6.0,1993.0,6.0,288.0,AL,Charged Off,3800.56,2110.66
16575,36.0,11.99,550.45,6.0,10.0,1.0,36300.0,29.09,30.1,0.0,12.0,28.0,2015.0,1.0,1990.0,12.0,289.0,FL,Fully Paid,19608.7906075704,16575.0
22000,36.0,7.99,689.3,7.0,5.0,5.0,180000.0,7.21,83.4,0.0,10.0,25.0,2017.0,2.0,1993.0,8.0,282.0,CA,Current,16636.55,14065.14
8950,36.0,18.99,328.03,4.0,19.0,1.0,20000.0,7.98,54.6,3.0,5.0,12.0,2016.0,3.0,1998.0,8.0,211.0,AL,Charged Off,7095.6,3603.47
10000,36.0,14.99,346.61,5.0,14.0,0.0,42090.0,37.01,45.5,0.0,24.0,29.0,2017.0,3.0,2005.0,9.0,138.0,PA,Current,7955.37,5863.67
10000,60.0,15.05,238.17,5.0,14.0,3.0,53000.0,19.5,52.2,2.0,11.0,32.0,2017.0,12.0,2003.0,12.0,168.0,WI,Current,3329.91,1712.77
8000,36.0,10.74,260.93,6.0,7.0,1.0,17000.0,21.53,66.5,0.0,7.0,20.0,2012.0,5.0,1995.0,2.0,207.0,CT,Fully Paid,9393.3100000017,8000.0
28000,36.0,6.89,863.16,7.0,3.0,3.0,135000.0,11.61,61.2,0.0,15.0,24.0,2015.0,12.0,1989.0,5.0,319.0,TX,Fully Paid,31062.6885623011,28000.0
10000,36.0,5.31,301.11,7.0,1.0,9.0,103000.0,19.11,25.7,0.0,15.0,36.0,2018.0,6.0,2003.0,7.0,179.0,IN,Current,2405.93,2086.99
12000,60.0,21.45,327.69,4.0,20.0,3.0,91000.0,27.09,69.5,1.0,10.0,16.0,2017.0,7.0,2002.0,9.0,178.0,KY,Current,6211.81,2534.28
15000,36.0,7.26,464.95,7.0,4.0,10.0,65000.0,18.33,70.6,0.0,11.0,28.0,2015.0,10.0,1993.0,11.0,263.0,CA,Fully Paid,16419.4271718104,15000.0
18000,60.0,18.94,466.34,4.0,17.0,2.0,225000.0,16.09,55.9,0.0,17.0,52.0,2018.0,10.0,1998.0,7.0,243.0,PA,Current,1846.42,746.4
28000,36.0,6.72,860.98,7.0,3.0,4.0,112000.0,9.39,22.1,3.0,18.0,25.0,2018.0,1.0,1991.0,3.0,322.0,CA,Current,11182.29,9467.07
12000,36.0,12.74,402.83,5.0,11.0,10.0,36000.0,14.17,31.0,0.0,12.0,22.0,2017.0,2.0,2001.0,10.0,184.0,NJ,Current,9659.43,7483.88
28000,36.0,9.17,892.61,6.0,7.0,6.0,144000.0,18.52,55.0,0.0,15.0,32.0,2015.0,9.0,1995.0,7.0,242.0,FL,Fully Paid,32180.9172532359,28000.0
7000,36.0,9.67,224.79,6.0,6.0,10.0,82000.0,16.27,86.8,0.0,5.0,9.0,2014.0,3.0,2003.0,9.0,126.0,CA,Fully Paid,8071.7,7000.0
35000,36.0,9.17,1115.77,6.0,7.0,1.0,275000.0,13.82,70.9,0.0,10.0,30.0,2015.0,10.0,1999.0,9.0,193.0,CA,Fully Paid,40149.556469044,35000.0
5000,36.0,9.99,161.32,6.0,8.0,8.0,34798.0,34.6,23.3,0.0,11.0,14.0,2015.0,4.0,2009.0,2.0,74.0,MN,Fully Paid,5004.44,5000.0
16825,36.0,11.05,551.23,6.0,9.0,10.0,110000.0,31.09,2.3,0.0,8.0,27.0,2018.0,6.0,1995.0,2.0,280.0,TX,Fully Paid,17080.2949665356,16825.0
31200,60.0,12.74,705.76,5.0,11.0,3.0,95000.0,11.72,30.3,3.0,13.0,24.0,2016.0,10.0,1987.0,5.0,353.0,CT,Current,19739.2,12135.41
20250,36.0,19.99,752.46,3.0,21.0,0.0,45000.0,16.69,97.0,3.0,6.0,8.0,2016.0,3.0,2009.0,1.0,86.0,IL,Late (31-120 days),24093.11,17340.3
12000,36.0,11.53,395.89,6.0,10.0,10.0,87000.0,16.55,53.6,1.0,14.0,19.0,2015.0,10.0,1986.0,7.0,351.0,OK,Fully Paid,14250.2148045641,12000.0
12600,60.0,13.67,291.03,5.0,14.0,3.0,52000.0,16.18,43.4,1.0,14.0,19.0,2015.0,11.0,2010.0,7.0,64.0,MO,Charged Off,7091.41,3292.06
8000,36.0,14.31,274.63,5.0,14.0,10.0,36000.0,35.97,67.6,0.0,12.0,20.0,2014.0,12.0,1988.0,12.0,312.0,OH,Charged Off,3630.04,1891.6
5000,36.0,11.49,164.86,6.0,10.0,9.0,60000.0,14.04,30.8,0.0,8.0,9.0,2016.0,11.0,2004.0,9.0,146.0,NY,Charged Off,3083.55,2285.53
5000,36.0,8.24,157.24,6.0,6.0,10.0,36850.0,10.39,17.7,0.0,11.0,24.0,2017.0,3.0,2001.0,9.0,186.0,GA,Late (31-120 days),3192.21,2620.61
10000,36.0,16.02,351.67,5.0,15.0,7.0,53400.0,22.4,71.1,0.0,7.0,16.0,2018.0,1.0,1995.0,1.0,276.0,WV,Current,4553.91,3074.89
21725,60.0,17.86,550.02,4.0,20.0,0.0,60000.0,19.64,37.9,0.0,10.0,23.0,2015.0,8.0,1992.0,10.0,274.0,CA,Charged Off,9055.08,3224.9
7500,36.0,6.11,228.54,7.0,1.0,5.0,35520.0,17.84,27.7,0.0,11.0,13.0,2018.0,9.0,2013.0,9.0,60.0,AZ,Current,1140.15,961.5
25000,36.0,8.39,787.92,6.0,6.0,6.0,50000.0,8.0,47.9,1.0,6.0,8.0,2016.0,6.0,2009.0,10.0,80.0,NY,Fully Paid,25803.4,25000.0
11200,36.0,13.99,382.74,5.0,13.0,4.0,41000.0,25.97,84.6,0.0,5.0,11.0,2017.0,4.0,2009.0,2.0,98.0,VA,Current,8433.35,6282.61
40000,36.0,11.55,1320.0,6.0,9.0,0.0,90000.0,8.15,45.4,2.0,13.0,15.0,2018.0,10.0,2011.0,7.0,87.0,CA,Current,5228.67,3794.34
24000,36.0,11.49,791.32,6.0,10.0,10.0,95000.0,31.81,60.2,0.0,26.0,43.0,2015.0,11.0,1985.0,7.0,364.0,TN,Fully Paid,28456.4533580962,24000.0
8000,36.0,12.62,268.09,5.0,11.0,4.0,64480.0,5.34,93.7,1.0,4.0,6.0,2017.0,12.0,2004.0,7.0,161.0,OK,Fully Paid,8859.9421598358,8000.0
11000,60.0,15.61,265.23,4.0,16.0,2.0,52000.0,3.77,74.0,0.0,5.0,7.0,2014.0,7.0,1988.0,6.0,313.0,TX,Charged Off,5613.79,2156.76
15000,36.0,8.18,471.3,6.0,6.0,10.0,81000.0,8.09,39.8,0.0,10.0,49.0,2015.0,8.0,1991.0,4.0,292.0,FL,Fully Paid,15755.78,15000.0
30000,36.0,16.99,1069.44,4.0,16.0,3.0,75000.0,16.94,40.6,0.0,6.0,13.0,2017.0,4.0,1991.0,4.0,312.0,CA,Charged Off,7061.45,1961.58
5000,36.0,13.35,169.32,5.0,12.0,0.0,40000.0,4.53,25.9,0.0,6.0,19.0,2014.0,10.0,2005.0,3.0,115.0,MD,Charged Off,3154.18,1979.08
12000,36.0,11.05,393.15,6.0,9.0,5.0,50000.0,7.75,18.7,0.0,8.0,9.0,2018.0,6.0,2005.0,4.0,158.0,GA,Current,3137.83,2335.43
8000,36.0,7.89,250.29,7.0,5.0,3.0,83200.0,14.41,74.9,0.0,6.0,19.0,2015.0,2.0,1990.0,6.0,296.0,MI,Fully Paid,9001.4741628097,8000.0
8000,36.0,15.61,279.72,4.0,16.0,1.0,25000.0,20.6,53.0,0.0,13.0,14.0,2015.0,8.0,2012.0,5.0,39.0,CT,Fully Paid,9235.47,8000.0
6000,36.0,15.61,209.79,4.0,16.0,3.0,38000.0,16.22,25.6,0.0,4.0,6.0,2015.0,5.0,1988.0,10.0,319.0,NJ,Fully Paid,7044.1421949864,6000.0
18175,60.0,19.19,473.38,3.0,23.0,8.0,90000.0,37.05,51.5,1.0,13.0,26.0,2015.0,10.0,2004.0,11.0,131.0,TX,Charged Off,12409.73,5295.16
4500,36.0,10.33,145.91,6.0,6.0,1.0,65000.0,16.06,59.3,2.0,7.0,13.0,2018.0,12.0,2000.0,3.0,225.0,VA,Current,289.24,215.27
23000,60.0,15.61,554.57,5.0,14.0,5.0,60735.0,33.81,69.3,5.0,14.0,31.0,2014.0,2.0,2001.0,12.0,146.0,OH,Charged Off,21073.6600000001,12449.78
3000,36.0,7.46,93.27,7.0,4.0,1.0,85000.0,22.97,48.0,1.0,6.0,8.0,2018.0,6.0,1988.0,8.0,358.0,PA,Current,743.67,610.11
8650,36.0,6.03,263.27,7.0,1.0,10.0,350000.0,2.06,14.1,0.0,14.0,23.0,2012.0,3.0,1980.0,2.0,385.0,CA,Fully Paid,9430.7812854918,8650.0
11200,60.0,20.5,299.86,3.0,24.0,1.0,61000.0,18.1,46.2,1.0,14.0,31.0,2016.0,1.0,2005.0,10.0,123.0,IL,Fully Paid,13590.7195574119,11200.0
20000,36.0,11.44,658.95,6.0,9.0,10.0,50000.0,34.19,33.9,1.0,28.0,43.0,2017.0,5.0,2001.0,9.0,188.0,FL,Current,13825.24,10830.57
10000,36.0,18.45,363.79,4.0,17.0,1.0,21000.0,2.63,34.1,1.0,3.0,7.0,2018.0,4.0,2007.0,8.0,128.0,FL,Charged Off,1454.73,859.74
10000,36.0,20.89,376.19,4.0,19.0,1.0,50000.0,3.31,51.3,0.0,5.0,7.0,2018.0,7.0,2012.0,8.0,71.0,TX,Current,2610.12,1490.81
7000,36.0,9.93,225.65,6.0,7.0,0.0,70000.0,27.69,63.8,0.0,13.0,30.0,2017.0,10.0,2006.0,9.0,133.0,VA,Current,3608.94,2856.3
24000,36.0,13.11,809.93,6.0,9.0,2.0,100000.0,5.78,55.9,1.0,14.0,23.0,2013.0,2.0,2006.0,9.0,77.0,NY,Fully Paid,27748.4559259634,24000.0
5000,36.0,16.78,177.72,5.0,15.0,1.0,68000.0,14.14,50.6,1.0,13.0,24.0,2013.0,7.0,2000.0,5.0,158.0,NY,Charged Off,3021.24,2052.73
20650,60.0,9.99,438.65,6.0,8.0,10.0,150000.0,26.67,66.0,1.0,17.0,38.0,2015.0,12.0,1995.0,7.0,245.0,CA,Charged Off,9111.63,3351.57
9000,36.0,14.47,309.66,5.0,12.0,2.0,88000.0,15.3,60.5,1.0,9.0,10.0,2018.0,8.0,2012.0,10.0,70.0,WA,Current,1850.72,1243.78
16000,60.0,10.47,343.67,6.0,7.0,2.0,110000.0,23.53,32.0,0.0,10.0,23.0,2018.0,7.0,1999.0,8.0,227.0,LA,Current,2387.08,1466.43
1500,36.0,14.52,51.65,5.0,13.0,1.0,45000.0,9.68,21.3,1.0,7.0,7.0,2018.0,5.0,2007.0,10.0,127.0,NY,Current,462.43,316.51
5000,36.0,9.17,159.4,6.0,7.0,0.0,102000.0,8.79,58.0,0.0,6.0,21.0,2015.0,2.0,1996.0,11.0,219.0,CT,Fully Paid,5716.7348562877,5000.0
14000,60.0,9.17,291.78,6.0,7.0,1.0,57000.0,19.43,86.5,0.0,11.0,12.0,2015.0,7.0,2006.0,5.0,110.0,PA,Charged Off,5546.43,3763.39
7200,36.0,13.99,246.05,5.0,14.0,2.0,39000.0,25.82,68.2,3.0,12.0,18.0,2015.0,10.0,2003.0,2.0,152.0,OH,Fully Paid,8737.1413612468,7200.0
7000,36.0,10.99,229.14,6.0,9.0,9.0,102000.0,16.22,60.1,1.0,9.0,23.0,2016.0,7.0,2003.0,1.0,162.0,CA,Fully Paid,7430.0041076664,7000.0
7500,36.0,6.97,231.48,7.0,3.0,10.0,150000.0,4.71,16.5,0.0,16.0,26.0,2016.0,3.0,2002.0,9.0,162.0,NC,Current,8098.9,7270.04
22000,36.0,18.94,805.77,4.0,17.0,10.0,60000.0,25.8,78.9,0.0,9.0,13.0,2018.0,8.0,2005.0,10.0,154.0,MO,Current,4005.7,2366.21
5000,36.0,6.67,153.64,7.0,2.0,1.0,25000.0,15.36,1.5,0.0,4.0,6.0,2018.0,8.0,2009.0,7.0,109.0,FL,Current,918.13,765.66
10200,60.0,22.15,282.59,3.0,25.0,2.0,35000.0,15.12,53.9,1.0,7.0,39.0,2014.0,10.0,1999.0,8.0,182.0,NY,Charged Off,9244.04,2392.73
8000,36.0,11.99,265.68,6.0,10.0,10.0,84000.0,7.13,35.8,0.0,9.0,21.0,2017.0,8.0,1994.0,6.0,278.0,CA,Fully Paid,8983.0327822665,8000.0
22000,36.0,6.89,678.2,7.0,3.0,2.0,150000.0,18.91,42.6,0.0,13.0,35.0,2015.0,7.0,1997.0,4.0,219.0,WV,Fully Paid,23823.282062082,22000.0
6400,36.0,13.49,217.16,5.0,12.0,10.0,82000.0,32.91,82.0,1.0,11.0,50.0,2016.0,6.0,1994.0,12.0,258.0,NY,In Grace Period,6727.16,5349.26
10000,60.0,17.27,249.98,4.0,17.0,0.0,62400.0,38.69,43.0,1.0,27.0,36.0,2016.0,4.0,2005.0,6.0,130.0,CA,Late (31-120 days),8004.77,4267.77
16000,36.0,8.24,503.16,6.0,6.0,10.0,136000.0,12.23,40.0,1.0,8.0,18.0,2017.0,3.0,1988.0,6.0,345.0,NY,Fully Paid,16546.2157836844,16000.0
